Region,Case Number,Case Name,Case Type,City,State,Election Held Date,Number of Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,"Stipulated
/ Consent
/ Directed",Certification of Representative Date (Win),Certification of Results Date (Loss),Case Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes for Labor Org 3,Labor Org 3 Name,For Proposition,Against Proposition	,"Stipulated / Consent
/ Directed",Against Proposition,Dispute Unit City,Dispute Unit State,Num Eligible Voters,"Stipulated
/ Consent / Directed",Cert of Rep (Win),Cert of Results (Loss),Closed Date,Votes For Labor Org3,Labor Org3,Stipulated/Consent,Case ID,Stipulated / Consent / Directed
06,06-RC-332853,"Monongalia Emergency Medical Services, Inc., and AHS, LLC, Joint Employers",RC,,,2024-02-07 00:00:00,,23.0,49.0,"International Association of EMT's and Paramedics (IAEP), NAGE, SEIU Local 5000",,,,,Certific. of Representative,,,,,,,,,,Morgantown,WV,99.0,,WON,,2024-02-16 00:00:00,,,,,Stipulated
06,06-RC-333679,"Darling Ingredients, Inc.",RC,,,2024-02-23 00:00:00,,3.0,1.0,"General Teamsters, Chauffeurs, Warehousemen and Helpers of America, Local Union No. 110 a/w International Brotherhood of Teamsters",,,,,Certification of Results,,,,,,,,,,Somerset,PA,4.0,,,LOSS,2024-03-04 00:00:00,,,,,Stipulated
06,06-RC-334376,"Cappo Management LXIX, Inc., d/b/a Victory Toyota",RC,,,2024-02-27 00:00:00,,0.0,9.0,"Teamsters Local Union No. 697, a/w International Brotherhood of Teamsters",,,,,Certific. of Representative,,,,,,,,,,Triadelphia,WV,13.0,,WON,,2024-03-06 00:00:00,,,,,Stipulated
06,06-RC-334655,Tram Bar Co-Packing LLC d/b/a The Organic Snack Company,RC,,,2024-02-28 00:00:00,,31.0,26.0,"Bakery, Confectionary, Tobacco Workers and Grain Millers International Union, Local 19",,,,,Certification of Results,,,,,,,,,,Bedford,PA,68.0,,,LOSS,2024-03-07 00:00:00,,,,,Stipulated
06,06-RC-334753,Starbucks Corporation,RC,,,2024-03-06 00:00:00,,0.0,9.0,Workers United a/w SEIU,,,,,Certific. of Representative,,,,,,,,,,Pittsburgh,PA,15.0,,WON,,2024-03-14 00:00:00,,,,,Stipulated
06,06-RC-334867,Jupiter Aluminum Corporation,RC,,,2024-03-06 00:00:00,,34.0,15.0,United Steel Paper and Forestry Rubber Manufacturing Energy Allied Industrial and Service Workers International Union AFL CIO CLC,,,,,Certification of Results,,,,,,,,,,Wellsburg,WV,55.0,,,LOSS,2024-03-14 00:00:00,,,,,Stipulated
06,06-RC-337047,Bucknell University,RC,,,2024-04-04 00:00:00,,2.0,74.0,"Office & Professional Employees International Union, Local 153",,,,,Certific. of Representative,,,,,,,,,,Lewisburg,PA,111.0,,WON,,2024-04-12 00:00:00,,,,,Stipulated
06,06-RC-337916,Indiana Regional Medical Center,RC,,,2024-04-17 00:00:00,,8.0,224.0,Pennsylvania Association of Staff Nurses and Allied Professionals,,,,,Certific. of Representative,,,,,,,,,,Indiana,PA,263.0,,WON,,2024-04-25 00:00:00,,,,,Stipulated
06,06-RC-338152,Starbucks Corporation,RC,,,2024-04-18 00:00:00,,3.0,12.0,Workers United a/w SEIU,,,,,Certific. of Representative,,,,,,,,,,Pittsburgh,PA,17.0,,WON,,2024-04-26 00:00:00,,,,,Stipulated
06,06-RC-338695,Children's Museum of Pittsburgh,RC,,,2024-04-24 00:00:00,,8.0,45.0,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied & Industrial Service Workers International Union, AFL-CIO, CLC",,,,,Certific. of Representative,,,,,,,,,,Pittsburgh,PA,62.0,,WON,,2024-05-02 00:00:00,,,,,Stipulated
06,06-RC-341330,Starbucks Corporation,RC,,,2024-05-15 00:00:00,,0.0,10.0,Workers United,,,,,Certific. of Representative,,,,,,,,,,Pittsburgh,PA,16.0,,WON,,2024-05-23 00:00:00,,,,,Consent
06,06-RC-341451,Shell Chemical LP,RC,,,2024-05-24 00:00:00,,68.0,95.0,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Monaca,PA,190.0,,WON,,2024-06-04 00:00:00,,,,,Stipulated
06,06-RC-343619,Starbucks Corporation,RC,,,2024-06-18 00:00:00,,0.0,9.0,Workers United a/w SEIU,,,,,Certific. of Representative,,,,,,,,,,Pittsburgh,PA,11.0,,WON,,2024-06-27 00:00:00,,,,,Consent
06,06-RC-344679,"Premium Velocity Auto, LLC, d/b/a Jiffy Lube",RC,,,2024-07-17 00:00:00,,3.0,0.0,Laborers’ Local Union No. 202R a/w Laborers' International Union of North America,,,,,Certification of Results,,,,,,,,,,Aspinwall,PA,4.0,,,LOSS,2024-07-25 00:00:00,,,,,Stipulated
06,06-RC-344692,"Premium Velocity Auto, LLC, d/b/a Jiffy Lube",RC,,,2024-07-17 00:00:00,,5.0,0.0,Laborers’ Local Union No. 202R a/w Laborers' International Union of North America,,,,,Certification of Results,,,,,,,,,,Greensburg,PA,6.0,,,LOSS,2024-07-25 00:00:00,,,,,Stipulated
06,06-RC-344713,"Premium Velocity Auto, LLC, d/b/a Jiffy Lube",RC,,,2024-07-17 00:00:00,,6.0,0.0,Laborers’ Local Union No. 202R a/w Laborers' International Union of North America,,,,,Certification of Results,,,,,,,,,,Pittsburgh,PA,7.0,,,LOSS,2024-07-25 00:00:00,,,,,Stipulated
06,06-RC-344721,"Premium Velocity Auto, LLC, d/b/a Jiffy Lube",RC,,,2024-07-17 00:00:00,,2.0,1.0,Laborers’ Local Union No. 202R a/w Laborers' International Union of North America,,,,,Certification of Results,,,,,,,,,,Pittsburgh,PA,4.0,,,LOSS,2024-07-25 00:00:00,,,,,Stipulated
06,06-RC-344740,"Premium Velocity Auto, LLC, d/b/a Jiffy Lube",RC,,,2024-07-17 00:00:00,,3.0,0.0,Laborers’ Local Union No. 202R a/w Laborers' International Union of North America,,,,,Certification of Results,,,,,,,,,,Bethel Park,PA,3.0,,,LOSS,2024-07-25 00:00:00,,,,,Stipulated
06,06-RC-345518,"TerrAscend USA, LLC",RC,,,2024-08-09 00:00:00,,0.0,25.0,United Food and Commercial Workers Union Local 27,,,,,Certific. of Representative,,,,,,,,,,Cumberland,MD,31.0,,WON,,2024-08-19 00:00:00,,,,,Stipulated
06,06-RC-345786,Starbucks Corporation,RC,,,2024-07-18 00:00:00,,1.0,6.0,Workers United a/w SEIU,,,,,Certific. of Representative,,,,,,,,,,Pittsburgh,PA,9.0,,WON,,2024-07-26 00:00:00,,,,,Consent
06,06-RC-345842,Hugh Lane Wellness Foundation,RC,,,2024-08-02 00:00:00,,2.0,10.0,"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKERS INTERNATIONAL UNION, AFL-CIO, CLC",,,,,Certific. of Representative,,,,,,,,,,Pittsburgh,PA,13.0,,WON,,2024-09-04 00:00:00,,,,,Stipulated
06,06-RC-345848,Starbucks Corporation,RC,,,2024-07-19 00:00:00,,1.0,10.0,Workers United,,,,,Certific. of Representative,,,,,,,,,,Sutton,WV,13.0,,WON,,2024-07-29 00:00:00,,,,,Consent
06,06-RC-347159,"Riverside Health & Rehab Center, LLC",RC,,,2024-08-06 00:00:00,,0.0,2.0,"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKERS INTERNATIONAL UNION, AFL-CIO, CLC",,,,,Certific. of Representative,,,,,,,,,,McKeesport,PA,2.0,,WON,,2024-08-14 00:00:00,,,,,Stipulated
06,06-RC-347584,"Eos Energy Storage, LLC",RC,,,2024-09-05 00:00:00,,39.0,88.0,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC (USW)",,,,,Certific. of Representative,,,,,,,,,,Turtle Creek,PA,158.0,,WON,,2024-09-13 00:00:00,,,,,Stipulated
06,06-RC-347858,Starbucks Corporation,RC,,,2024-08-21 00:00:00,,2.0,10.0,Workers United,,,,,Certific. of Representative,,,,,,,,,,Pittsburgh,PA,12.0,,WON,,2024-08-29 00:00:00,,,,,Consent
06,06-RD-324813,"Comcast Cable Communications Management, LLC",RD,,,2023-10-12 00:00:00,,16.0,22.0,"Communications Workers of America, Local 13000",,,,,Certific. of Representative,,,,,,,,,,Pittsburgh,PA,38.0,,WON,,2023-10-20 00:00:00,,,,,Stipulated
06,06-RD-327096,"Crabar/GBF, Inc. d/b/a National Imprint Corporation",RD,,,2023-11-09 00:00:00,,11.0,2.0,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC",,,,,Certification of Results,,,,,,,,,,Claysburg,PA,16.0,,,LOSS,2023-11-20 00:00:00,,,,,Stipulated
06,06-RD-335069,"Lamar Advertising of Penn, LLC",RD,,,2024-02-29 00:00:00,,4.0,0.0,"International Union of Painters and Allied Trades, District Council 57, Local Union 479",,,,,Certification of Results,,,,,,,,,,Duncansville,PA,4.0,,,LOSS,2024-03-08 00:00:00,,,,,Stipulated
06,06-RD-339165,"ABC Transit, Inc.",RD,,,2024-09-17 00:00:00,,21.0,19.0,"General Teamsters, Chauffeurs and Helpers Local Union No. 249 a/w International Brotherhood of Teamsters",,,,,Certification of Results,,,,,,,,,,Pittsburgh,PA,51.0,,,LOSS,2024-09-25 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-324233,DTE Electric Company,RC,,,2023-09-28 00:00:00,,0.0,2.0,"Local 223, Utiltiy Workers Union of America, AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Newport,MI,2.0,,WON,,2023-10-08 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-324626,"Sunbelt Rentals, Inc.",RC,,,2023-10-04 00:00:00,,0.0,4.0,"Local 324, International Union Of Operating Engineers (IUOE), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Oak Park,MI,4.0,,WON,,2023-10-23 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-324672,"EduStaff, LLC",RC,,,2023-09-29 00:00:00,,3.0,31.0,Michigan Education Association (MEA),,,,,Certific. of Representative,,,,,,,,,,Mattawan,MI,49.0,,WON,,2023-10-24 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-325153,"Triple Canopy, Inc.",RC,,,2023-10-10 00:00:00,,0.0,8.0,"International Union, Security, Police, and Fire Professionals of America (SPFPA)",,,,,Certific. of Representative,,,,,,,,,,Battle Creek,MI,17.0,,WON,,2023-11-17 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-325528,"Lewis Tree Service, Inc.",RC,,,2023-10-11 00:00:00,,1.0,7.0,"Local 876, International Brotherhood of Electrical Workers (IBEW), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Flint,MI,12.0,,WON,,2023-10-19 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-326194,"Alta Industrial Equipment Company, LLC d/b/a Alta Equipment Company",RC,,,2023-11-01 00:00:00,,22.0,10.0,"Local 324, International Union Of Operating Engineers (IUOE), AFL-CIO",,,,,Certification of Results,,,,,,,,,,Sterling Heights,MI,35.0,,,LOSS,2023-11-13 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-326302,"Yona Solutions, LLC",RC,,,2023-10-13 00:00:00,,0.0,7.0,"Local 876, United Food and Commercial Workers International Union (UFCW), AFL-CIO, CLC",,,,,Certific. of Representative,,,,,,,,,,Adrian,MI,8.0,,WON,,2023-10-23 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-326458,"Alta Industrial Equipment Company, LLC d/b/a Alta Equipment Company",RC,,,2023-11-03 00:00:00,,10.0,3.0,"Local 324, International Union Of Operating Engineers (IUOE), AFL-CIO",,,,,Certification of Results,,,,,,,,,,Muskegon,MI,14.0,,,LOSS,2023-11-14 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-326739,"Antolin Shelby, Inc.",RC,,,2023-11-07 00:00:00,,42.0,196.0,"International Union, United Automobile Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Shelby,MI,271.0,,WON,,2023-11-17 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-326903,"AllSecurity Service, Inc., and Total Armored Car Service, Inc., Joint Employers",RC,,,2023-11-17 00:00:00,,14.0,8.0,"International Union, Security, Police and Fire Professionals of America (SPFPA)",,,,,Certification of Results,,,,,,,,,,Detroit,MI,34.0,,,LOSS,2023-11-29 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-327146,"Tech Group Grand Rapids, Inc., d/b/a West Contract Manufacturing",RC,,,2023-11-09 00:00:00,,243.0,67.0,"Local 406, International Brotherhood of Teamsters (IBT)",,,,,Certification of Results,,,,,,,,,,Walker,MI,358.0,,,LOSS,2023-11-20 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-328459,Allied Building Service Company of Detroit,RC,,,2023-12-04 00:00:00,,2.0,9.0,"Local 58, International Brotherhood of Electrical Workers (IBEW), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Detroit,MI,13.0,,WON,,2023-12-12 00:00:00,,,,,Directed
"07, 07 GRA",07-RC-328649,DTE Electric Company,RC,,,2023-12-07 00:00:00,,1.0,2.0,"Local 223, Utility Workers Union of America (UWUA), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Newport,MI,3.0,,WON,,2023-12-19 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-329920,Ascension St. John Hospital,RC,,,2023-12-21 00:00:00,,18.0,13.0,"Security, Police, and Fire Professionals of America, Local 1425",,,,,Certification of Results,,,,,,,,,,Detroit,MI,34.0,,,LOSS,2024-01-09 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-330319,"UPS Cartage Service, Inc.",RC,,,2023-12-14 00:00:00,,1.0,7.0,"Local 243, International Brotherhood of Teamsters (IBT)",,,,,Certific. of Representative,,,,,,,,,,Romulus,MI,8.0,,WON,,2023-12-22 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-330828,"Oakwood Healthcare, Inc. d/b/a Corewell Hospital - Dearborn",RC,,,2024-01-04 00:00:00,,23.0,16.0,Michigan Association of Police (MAP),,,,,Certification of Results,,,,,,,,,,Dearborn,MI,46.0,,,LOSS,2024-01-12 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-332154,"Covenant Environmental, LLC",RC,,,2024-01-12 00:00:00,,15.0,7.0,"Local 7, International Association of Sheet Metal, Air, Rail and Transportation Workers (SMART), AFL-CIO",,,,,Certification of Results,,,,,,,,,,Howell,MI,25.0,,,LOSS,2024-01-24 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-332423,"Antolin Interiors USA, Inc.",RC,,,2024-01-30 00:00:00,,42.0,238.0,"International Union, United Automobile, Aerospace & Agricultural Implement Workers of America (UAW), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Howell,MI,387.0,,WON,,2024-02-12 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-333854,"GNS Canton, LLC",RC,,,2024-02-22 00:00:00,,37.0,43.0,"International Union, United Automobile Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Canton,MI,105.0,,WON,,2024-02-29 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-334603,Starbucks Corporation,RC,,,2024-02-28 00:00:00,,2.0,17.0,"Chicago and Midwest Regional Joint Board, Workers United / SEIU",,,,,Certific. of Representative,,,,,,,,,,Brighton,MI,24.0,,WON,,2024-03-12 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-334698,"Buchanan Development, LLC d/b/a Zen Leaf Buchanan",RC,,,2024-03-01 00:00:00,,2.0,13.0,"Local 951, United Food and Commercial Workers International Union (UFCW), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Buchanan,MI,19.0,,WON,,2024-03-14 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-335379,Western Michigan University Homer Stryker M.D. School of Medicine,RC,,,2024-03-06 00:00:00,,12.0,154.0,"Resident and Fellow Alliance, AFT Michigan, AFT AFL- CIO",,,,,Certific. of Representative,,,,,,,,,,Kalamazoo,MI,260.0,,WON,,2024-03-29 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-335404,"Syncreon America, Inc. aka DP World",RC,,,2024-03-13 00:00:00,,26.0,56.0,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Trenton,MI,121.0,,WON,,2024-03-22 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-336169,ADT LLC,RC,,,2024-03-14 00:00:00,,4.0,5.0,"Communications Workers of America (CWA) AFL-CIO, CLC",,,,,Certification of Results,,,,,,,,,,Madison Heights,MI,9.0,,WON,LOSS,2024-03-22 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-338193,"TerrAscend USA Services, LLC",RC,,,2024-04-19 00:00:00,,1.0,12.0,"Local 951, United Food and Commercial Workers International Union (UFCW), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Buchanan (Township),MI,13.0,,WON,,2024-04-30 00:00:00,,,,,Directed
"07, 07 GRA",07-RC-339303,"Auburn Hills Manufacturing, Inc",RC,,,2024-05-08 00:00:00,,53.0,93.0,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Auburn Hills,MI,167.0,,WON,,2024-05-16 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-340025,Ground Effects LLC,RC,,,2024-05-15 00:00:00,,156.0,85.0,"Local 332, International Brotherhood of Teamsters (IBT)",,,,,Certification of Results,,,,,,,,,,Flint,MI,264.0,,,LOSS,2024-05-23 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-340187,"Petco Animal Supplies Stores, Inc.",RC,,,2024-05-15 00:00:00,,7.0,5.0,"Local 951, United Food and Commercial Workers International Union (UFCW), AFL-CIO",,,,,Certification of Results,,,,,,,,,,Portage,MI,13.0,,,LOSS,2024-05-30 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-340871,DTE Electric Company,RC,,,2024-05-30 00:00:00,,2.0,4.0,"Local 223, Utility Workers Union of America (UWUA), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Detroit,MI,6.0,,WON,,2024-06-17 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-342112,Lover's Lane & Co.,RC,,,2024-06-04 00:00:00,,1.0,5.0,"Local 876, United Food and Commercial Workers International Union, CLC (UFCW)",,,,,Certific. of Representative,,,,,,,,,,Plymouth,MI,6.0,,WON,,2024-07-10 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-342114,"Midwest Air Traffic Control Services, Inc.",RC,,,2024-05-24 00:00:00,,0.0,4.0,"Professional Air Traffic Controllers Organization, Inc.",,,,,Certific. of Representative,,,,,,,,,,Battle Creek,MI,5.0,,WON,,2024-06-21 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-342234,Planned Parenthood of Michigan,RC,,,2024-06-10 00:00:00,,0.0,7.0,"Local 951, United Food and Commercial Workers International Union (UFCW), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Kalamazoo,MI,7.0,,WON,,2024-07-03 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-343294,McLaren Port Huron,RC,,,2024-07-11 00:00:00,,35.0,70.0,"Local 332, International Brotherhood of Teamsters (IBT)",,,,,Certific. of Representative,,,,,,,,,,Port Huron,MI,119.0,,WON,,2024-07-25 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-344364,"Airgas USA, LLC",RC,,,2024-07-19 00:00:00,,13.0,4.0,"Local 283, International Brotherhood of Teamsters (IBT)",,,,,Certification of Results,,,,,,,,,,Wayne,MI,20.0,,,LOSS,2024-08-06 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-344661,"Big Ten Network, LLC",RC,,,2024-07-15 00:00:00,,1.0,39.0,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts of the United States, Its Territories and Canada, AFL-CIO CLC",,,,,Certific. of Representative,,,,,,,,,,Lansing,MI,62.0,,WON,,2024-08-28 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-345091,FCA US LLC d/b/a Stellantis US LLC,RC,,,2024-07-25 00:00:00,,0.0,7.0,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Detroit,MI,10.0,,WON,,2024-08-08 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-345903,Planned Parenthood of Michigan,RC,,,2024-08-15 00:00:00,,0.0,2.0,"Local 951, United Food and Commercial Workers International Union (UFCW), AFL-CIO",,,,,Certific. of Representative,,,,,,,,,,Kalamazoo,MI,3.0,,WON,,2024-08-28 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-346572,"RXO Managed Transport, LLC",RC,,,2024-08-22 00:00:00,,14.0,14.0,"International Union, United Automobile Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO",,,,,Certification of Results,,,,,,,,,,Pontiac,MI,30.0,,,LOSS,2024-09-03 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RC-347865,Planned Parenthood of Michigan,RC,,,2024-09-03 00:00:00,,0.0,5.0,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL- CIO",,,,,Certific. of Representative,,,,,,,,,,Ann Arbor,MI,5.0,,WON,,2024-09-12 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RD-330375,MyMichigan Medical Center Alpena,RD,,,2024-01-04 00:00:00,,64.0,83.0,Michigan Nurses Association,,,,,Certific. of Representative,,,,,,,,,,Alpena,MI,186.0,,WON,,2024-09-17 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RD-330611,Kellogg Crankshaft Co.,RD,,,2023-12-22 00:00:00,,7.0,0.0,"Local 61, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO",,,,,Certification of Results,,,,,,,,,,Jackson,MI,8.0,,,LOSS,2024-01-08 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RD-335218,Lake Michigan Credit Union,RD,,,2024-03-01 00:00:00,,4.0,4.0,Lake Michigan Credit Union Workers Alliance/CWA,,,,,Certification of Results,,,,,,,,,,Wyoming,MI,8.0,,,LOSS,2024-03-13 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RD-335898,Country Club of Detroit,RD,,,2024-03-14 00:00:00,,16.0,38.0,Local 24 UNITE HERE,,,,,Certific. of Representative,,,,,,,,,,Grosse Pointe,MI,74.0,,WON,,2024-03-22 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RD-336454,"H. J. Deaton & Son, Inc.",RD,,,2024-03-08 00:00:00,,11.0,0.0,"Local 406, International Brotherhood of Teamsters (IBT)",,,,,Certification of Results,,,,,,,,,,Otsego,MI,14.0,,,LOSS,2024-04-26 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RD-336726,"VHS University Laboratories, Inc. d/b/a DMC University Laboratories",RD,,,2024-03-21 00:00:00,,13.0,11.0,"Local 283, International Brotherhood of Teamsters (IBT)",,,,,Certification of Results,,,,,,,,,,Detroit,MI,25.0,,,LOSS,2024-07-30 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RD-338022,West Michigan Shared Hospital Laundry,RD,,,2024-04-26 00:00:00,,46.0,108.0,"Local 2562, Chicago & Midwest Regional Joint Board, Workers United/SEIU",,,,,Certific. of Representative,,,,,,,,,,Grand Rapids,MI,161.0,,WON,,2024-05-08 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RD-338651,"Lineage Logistics, LLC",RD,,,2024-04-11 00:00:00,,7.0,4.0,"Local 406, International Brotherhood of Teamsters (IBT)",,,,,Certification of Results,,,,,,,,,,Hart,MI,11.0,,,LOSS,2024-04-26 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RD-339061,Pine Lake Country Club,RD,,,2024-05-16 00:00:00,,3.0,32.0,Local 24 UNITE HERE,,,,,Certific. of Representative,,,,,,,,,,Orchard Lake Village,MI,52.0,,WON,,2024-05-29 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RD-341560,American Seating Company,RD,,,2024-06-05 00:00:00,,28.0,88.0,"Local 135, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO, CLC",,,,,Certific. of Representative,,,,,,,,,,Grand Rapids,MI,116.0,,WON,,2024-07-10 00:00:00,,,,,Stipulated
"07, 07 GRA",07-RD-341680,The John Johnson Company,RD,,,2024-05-29 00:00:00,,5.0,1.0,"Local 771, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO",,,,,Certification of Results,,,,,,,,,,Warren,MI,6.0,,,LOSS,2024-06-06 00:00:00,,,,,Stipulated
