,Region,Case Number,Case Name,Case Type,City,State,Election Held Date,Number of Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,"Stipulated
/ Consent
/ Directed",Certification of Representative Date (Win),Certification of Results Date (Loss),Case Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes for Labor Org 3,Labor Org 3 Name,For Proposition,Against Proposition	,"Stipulated / Consent
/ Directed",Against Proposition,Dispute Unit City,Dispute Unit State,Num Eligible Voters,"Stipulated
/ Consent / Directed",Cert of Rep (Win),Cert of Results (Loss),Closed Date,Votes For Labor Org3,Labor Org3,Stipulated/Consent,Case ID,Stipulated / Consent / Directed
10411,31,31-RC-295944,"Earth Island, LLC",RC,,,2022-06-21 00:00:00,,17.0,59.0,"food, industrial & beverage warehouse, driver and clerical employees union local 630, international brotherhood of teamsters",,,,,Certific. of Representative,21.0,"united food and commercial workers union, local 770","food, industrial & beverage warehouse, driver and clerical employees union local 630, international brotherhood of teamsters",,,,,,,Chatsworth,CA,160.0,,WON,,2022-07-26 00:00:00,,,,,Stipulated
10412,"01, 34",01-RC-287264,Bryant University,RC,,,2022-01-13 00:00:00,,0.0,52.0,rhode island council 94 afscme afl-cio,,,,,Certific. of Representative,9.0,united service and allied workers of rhode island,rhode island council 94 afscme afl-cio,9.0,"international brotherhood of teamsters, local 251",,,,,Smithfield,RI,84.0,,WON,,2022-02-15 00:00:00,,,,,Stipulated
10413,"05, 05 WDC",05-RC-279596,"Triple Canopy, Inc.",RC,,,2021-11-16 00:00:00,,0.0,17.0,united career professionals (ucp),,,,,Certific. of Representative,1.0,"international union, security, police, and fire professionals of america (spfpa) and its locals 464 and 465",united career professionals (ucp),0.0,governed united security professionals (gusp),,,,,Washington,DC,68.0,,WON,,2021-12-15 00:00:00,,,,,Stipulated
10414,"05, 05 WDC",05-RC-280637,"Paragon Systems, Inc.",RC,,,2021-12-29 00:00:00,,0.0,5.0,union rights for security officers (urso),,,,,Certific. of Representative,72.0,"international union, security, police, and fire professionals of america (spfpa) and its locals 464 and 465","international union, security, police, and fire professionals of america (spfpa) and its locals 464 and 465",15.0,"law enforcement officers security unions (leosu-dc), a division of the law enforcement officers security unions (leosu), affiliated with the law enforcement officers security & police benevolent association (leos-pba)",,,,,Washington,DC,361.0,,WON,,2022-01-28 00:00:00,,,,,Stipulated
10415,"05, 05 WDC",05-RC-280826,"Paragon Systems, Inc.",RC,,,2021-09-07 00:00:00,,0.0,0.0,national capital union for security officers,,,,,Certific. of Representative,1.0,"international union, security, police and fire professionals of america (spfpa)","international union, security, police and fire professionals of america (spfpa)",0.0,union rights for security officers (urso),,,,,Washington,DC,23.0,,WON,,2021-11-01 00:00:00,,,,,Stipulated
10416,"05, 05 WDC",05-RC-283960,Bradley Technologies Incorporated d/b/a BTI Security,RC,,,2021-11-09 00:00:00,,0.0,9.0,protective service officers united (psos united),,,,,Certific. of Representative,0.0,union rights for security officers (urso),protective service officers united (psos united),6.0,protective security officer members union of america (psomua),,,,,Washington,DC,28.0,,WON,,2021-12-23 00:00:00,,,,,Stipulated
10417,"05, 05 WDC",05-RC-287168,"Golden SVCS, LLC",RC,,,2022-05-10 00:00:00,,0.0,8.0,international guards union of america (igua) local 190,,,,,Certific. of Representative,3.0,governed united security professionals (gusp),international guards union of america (igua) local 190,3.0,national capital union for security officers,,,,,Washington,DC,84.0,,WON,,2022-07-07 00:00:00,,,,,Stipulated
10418,22,22-RC-279583,X-L Plastics,RC,,,,,0.0,2.0,local 17-18 united production workers union ,,,,,Certific. of Representative,28.0,"local 713, international brotherhood of trade unions u.m.d., i.l.a., afl-cio","local 713, international brotherhood of trade unions u.m.d., i.l.a., afl-cio",5.0,"local 438, transportation, production & warehouse employees union, npwu",,,,,Clifton,NJ,0.0,,WON,,2021-12-01 00:00:00,,,,,Directed
10419,22,22-RC-279649,"Churchill Furniture, LLC, a/k/a Churchill Furniture Rental",RC,,,,,0.0,1.0,"united service workers union, local 1212, iujat",,,,,Certific. of Representative,0.0,1212 churchill furniture llc aka churchill furniture rental,local 17-18 united production workers union,15.0,local 17-18 united production workers union,,,,,Hawthorne,NJ,64.0,,WON,,2021-11-30 00:00:00,,,,,Directed
10420,22,22-RC-279729,X-L Plastics Inc.,RC,,,,,1.0,28.0,"local 713, international brotherhood of trade unions u.m.d., i.l.a., afl-cio",,,,,Certific. of Representative,2.0,"united production workers union, local 17-18","local 713, international brotherhood of trade unions u.m.d., i.l.a., afl-cio",5.0,"transportation, production, & warehouse employees, local 438",,,,,Clifton,NJ,122.0,,WON,,2021-12-01 00:00:00,,,,,Directed
10421,27,27-RC-289451,"GEO Secure Services, LLC",RC,,,2022-03-30 00:00:00,,18.0,62.0,united professional security officers of america,,,,,Certific. of Representative,0.0,,united professional security officers of america,0.0,,,,,,Aurora,CO,203.0,,WON,,2022-04-07 00:00:00,,,,,Stipulated
10437,"01, 34",01-RC-290605,"Charter Communications, Inc. d/b/a Spectrum",RC,,,2022-04-07 00:00:00,,14.0,15.0,international brotherhood of electrical workers (ibew) local 2323,,,,,Certific. of Representative,,,,,,,,,,North Windham,CT,29.0,,WON,,2023-03-14 00:00:00,,,,,Stipulated
10438,"01, 34",01-RC-301135,"Communitas, Inc.",RC,,,,,51.0,44.0,"service employees international union, local 509",,,,,Certification of Results,,,,,,,,,,Wakefield,MA,99.0,,,LOSS,2022-10-13 00:00:00,,,,,Stipulated
10439,"01, 34",01-RC-301690,"South Shore Endoscopy Center, Inc.",RC,,,2022-09-27 00:00:00,,2.0,10.0,massachusetts nurses association,,,,,Certific. of Representative,,,,,,,,,,Braintree,MA,14.0,,WON,,2022-10-05 00:00:00,,,,,Stipulated
10440,"01, 34",01-RC-301879,Starbucks Corporation,RC,,,2022-10-17 00:00:00,,3.0,10.0,workers united,,,,,Certific. of Representative,,,,,,,,,,Portland,ME,16.0,,WON,,2022-10-25 00:00:00,,,,,Directed
10441,"01, 34",01-RC-302218,Connecticut Light and Power Company d/b/a Eversource Energy,RC,,,2022-09-28 00:00:00,,5.0,4.0,"international brotherhood of electrical workers, local 420",,,,,Certification of Results,,,,,,,,,,Berlin,CT,9.0,,,LOSS,2022-10-06 00:00:00,,,,,Stipulated
10442,"01, 34",01-RC-302289,Starbucks Corporation,RC,,,2022-10-21 00:00:00,,0.0,5.0,workers united/seiu,,,,,Certific. of Representative,,,,,,,,,,Boston,MA,8.0,,WON,,2022-10-31 00:00:00,,,,,Stipulated
10443,"01, 34",01-RC-302338,Western Massachusetts Training Consortium,RC,,,2023-01-30 00:00:00,,11.0,9.0,united auto workers local 2322,,,,,Certification of Results,,,,,,,,,,Northampton,MA,31.0,,,LOSS,2023-03-17 00:00:00,,,,,Directed
10444,"01, 34",01-RC-302485,United Ambulance Service,RC,,,2022-12-14 00:00:00,,4.0,47.0,teamsters local union no. 340,,,,,Certific. of Representative,,,,,,,,,,Lewiston,ME,72.0,,WON,,2022-12-22 00:00:00,,,,,Directed
10445,"01, 34",01-RC-303169,"First Student, Inc.",RC,,,2022-10-07 00:00:00,,0.0,1.0,international brotherhood of teamsters local 671,,,,,Certific. of Representative,,,,,,,,,,Manchester,CT,3.0,,WON,,2022-11-07 00:00:00,,,,,Stipulated
10446,"01, 34",01-RC-303200,"First Student, Inc.",RC,,,2022-10-06 00:00:00,,40.0,53.0,"international brotherhood of teamsters, local 671",,,,,Certific. of Representative,,,,,,,,,,New Britain,CT,101.0,,WON,,2022-10-17 00:00:00,,,,,Stipulated
10447,"01, 34",01-RC-303674,"First Student, Inc.",RC,,,2022-10-17 00:00:00,,0.0,4.0,"united food and commercial workers union, local 1459",,,,,Certific. of Representative,,,,,,,,,,Fairhaven,MA,4.0,,WON,,2022-11-17 00:00:00,,,,,Stipulated
10448,"01, 34",01-RC-303677,Worcester Polytechnic Institute,RC,,,2022-11-03 00:00:00,,15.0,364.0,"wpi graduate workers union-international union, united automobile, aerospace, and agricultural implement workers of america, uaw",,,,,Certific. of Representative,,,,,,,,,,Worcester,MA,535.0,,WON,,2022-11-15 00:00:00,,,,,Stipulated
10449,"01, 34",01-RC-303738,"Lewis Tree Service, Inc.",RC,,,2023-01-17 00:00:00,,2.0,10.0,international brotherhood of electrical workers local 1837,,,,,Certific. of Representative,,,,,,,,,,Farmington,NH,14.0,,WON,,2023-01-26 00:00:00,,,,,Stipulated
10450,"01, 34",01-RC-303772,"Flaherty Retail of Maine, Brunswick LLC d/b/a Little Dog by the MET",RC,,,2022-11-07 00:00:00,,0.0,4.0,workers united,,,,,Certific. of Representative,,,,,,,,,,Brunswick,ME,8.0,,WON,,2022-12-08 00:00:00,,,,,Stipulated
10451,"01, 34",01-RC-304231,The Trustees of Mount Holyoke College,RC,,,2022-11-09 00:00:00,,0.0,65.0,"united food and commercial workers union, local 1459",,,,,Certific. of Representative,,,,,,,,,,South Hadley,MA,78.0,,WON,,2022-11-18 00:00:00,,,,,Stipulated
10452,"01, 34",01-RC-304441,"Dattco, Inc.",RC,,,2022-11-10 00:00:00,,27.0,18.0,united food and commercial workers international union local 371,,,,,Certification of Results,,,,,,,,,,New Haven,CT,48.0,,,LOSS,2023-07-06 00:00:00,,,,,Stipulated
10453,"01, 34",01-RC-305360,Trustees of Boston University,RC,,,2022-12-07 00:00:00,,28.0,1414.0,"service employees international union, local 509",,,,,Certific. of Representative,,,,,,,,,,Boston,MA,3206.0,,WON,,2022-12-16 00:00:00,,,,,Stipulated
10454,"01, 34",01-RC-305645,"Globe Street Management, LLC d/b/a Nature's Medicines",RC,,,2022-12-02 00:00:00,,3.0,6.0,united food and commercial workers union local 328,,,,,Certific. of Representative,,,,,,,,,,Wareham,MA,18.0,,WON,,2022-12-22 00:00:00,,,,,Stipulated
10455,"01, 34",01-RC-305719,"UMass Memorial Medical Center, Inc.",RC,,,2022-11-17 00:00:00,,0.0,23.0,massachusetts nurses association,,,,,Certific. of Representative,,,,,,,,,,Worcester,MA,28.0,,WON,,2022-11-28 00:00:00,,,,,Stipulated
10456,"01, 34",01-RC-305727,"NRT Bus, Inc.",RC,,,2022-12-08 00:00:00,,16.0,26.0,teamsters union local 170,,,,,Certific. of Representative,,,,,,,,,,Marlborough,MA,57.0,,WON,,2022-12-16 00:00:00,,,,,Stipulated
10457,"01, 34",01-RC-305762,Yale University,RC,,,2022-11-30 00:00:00,,179.0,1860.0,unite here local 33,,,,,Certific. of Representative,,,,,,,,,,New Haven,CT,3214.0,,WON,,2023-01-18 00:00:00,,,,,Stipulated
10458,"01, 34",01-RC-306158,"Wheelabrator North Andover, Inc.",RC,,,2022-12-14 00:00:00,,18.0,20.0,international brotherhood of electrical workers (ibew) local 326,,,,,Certific. of Representative,,,,,,,,,,North Andover,MA,40.0,,WON,,2022-12-22 00:00:00,,,,,Stipulated
10459,"01, 34",01-RC-306546,"Lady Killigrew Cafe, Inc.",RC,,,2022-12-14 00:00:00,,0.0,8.0,"united food and commercial workers union, local 1459",,,,,Certific. of Representative,,,,,,,,,,Montague,MA,8.0,,WON,,2022-12-22 00:00:00,,,,,Stipulated
10460,"01, 34",01-RC-306992,"Wadsworth Glen, Inc. d/b/a Wadsworth Glen Health Care and Rehabilitation Center",RC,,,2022-12-09 00:00:00,,16.0,55.0,"new england health care employees union, district 1199, seiu",,,,,Certific. of Representative,,,,,,,,,,Middletown,CT,92.0,,WON,,2022-12-19 00:00:00,,,,,Stipulated
10461,"01, 34",01-RC-307179,"George T. Wilkinson, Inc.",RC,,,2022-12-22 00:00:00,,24.0,10.0,pipefitters local 537,,,,,Certification of Results,,,,,,,,,,Rockland,MA,35.0,,,LOSS,2023-01-04 00:00:00,,,,,Stipulated
10462,"01, 34",01-RC-307281,Saint-Gobain Performance Plastics Corporation,RC,,,2023-06-14 00:00:00,,27.0,51.0,"international brotherhood of teamsters, joint council 10 new england, teamsters union local no. 653",,,,,Certific. of Representative,,,,,,,,,,Taunton,MA,80.0,,WON,,2023-06-23 00:00:00,,,,,Directed
10463,"01, 34",01-RC-307294,Trustees of Tufts College,RC,,,2022-12-14 00:00:00,,3.0,99.0,"office and professional employees international union, local 153",,,,,Certific. of Representative,,,,,,,,,,Medford,MA,142.0,,WON,,2022-12-22 00:00:00,,,,,Stipulated
10464,"01, 34",01-RC-307310,Starbucks Corporation,RC,,,2023-01-20 00:00:00,,15.0,8.0,workers united,,,,,Certification of Results,,,,,,,,,,Waltham,MA,32.0,,,LOSS,2023-01-30 00:00:00,,,,,Stipulated
10465,"01, 34",01-RC-307440,"Mydatt Services, Inc. d/b/a Block by Block",RC,,,2023-01-04 00:00:00,,2.0,71.0,international brotherhood of teamsters local 25,,,,,Certific. of Representative,,,,,,,,,,Boston,MA,196.0,,WON,,2023-02-03 00:00:00,,,,,Stipulated
10466,"01, 34",01-RC-307687,Brown University,RC,,,2023-01-09 00:00:00,,0.0,6.0,united service and allied workers of rhode island,,,,,Certific. of Representative,,,,,,,,,,Providence,RI,6.0,,WON,,2023-02-09 00:00:00,,,,,Stipulated
10467,"01, 34",01-RC-308395,"MV Transportation, Inc.",RC,,,2023-01-05 00:00:00,,0.0,19.0,"united food and commercial workers union, local 1459",,,,,Certific. of Representative,,,,,,,,,,Springfield,MA,20.0,,WON,,2023-01-13 00:00:00,,,,,Stipulated
10468,"01, 34",01-RC-308470,"Stericycle d/b/a Shred-It, Inc.",RC,,,2023-01-12 00:00:00,,0.0,20.0,international brotherhood of teamsters local 25,,,,,Certific. of Representative,,,,,,,,,,Sharon,MA,20.0,,WON,,2023-01-23 00:00:00,,,,,Stipulated
10469,"01, 34",01-RC-308534,Harborside Connecticut Limited Partnership d/b/a Madison House Care and Rehabilitation Center,RC,,,2023-01-06 00:00:00,,0.0,12.0,"new england health care employees union, district 1199, seiu",,,,,Certific. of Representative,,,,,,,,,,Madison,CT,16.0,,WON,,2023-02-07 00:00:00,,,,,Stipulated
10470,"01, 34",01-RC-308753,"Midwest Air Traffic Control Service, Inc.",RC,,,2023-01-03 00:00:00,,0.0,3.0,national air traffic controllers association afl-cio (natca),,,,,Certific. of Representative,,,,,,,,,,West Lebanon,NH,3.0,,WON,,2023-02-02 00:00:00,,,,,Stipulated
10471,"01, 34",01-RC-309064,"Reviewed, a division of Gannett Satellite Information Network LLC",RC,,,2023-02-10 00:00:00,,6.0,19.0,"the newsguild- communication workers of america, afl-cio",,,,,Certific. of Representative,,,,,,,,,,Cambridge,MA,49.0,,WON,,2023-03-14 00:00:00,,,,,Stipulated
10472,"01, 34",01-RC-309879,"New England Life Flight, Inc. d/b/a Boston MedFlight",RC,,,2023-02-06 00:00:00,,0.0,17.0,international brotherhood of teamsters local 25,,,,,Certific. of Representative,,,,,,,,,,Bedford,MA,18.0,,WON,,2023-03-08 00:00:00,,,,,Stipulated
10473,"01, 34",01-RC-309956,Lowell Telecommunications Corp.,RC,,,2023-02-03 00:00:00,,1.0,4.0,"national association of broadcast employees and technicians - communications workers of america, afl-cio",,,,,Certific. of Representative,,,,,,,,,,Lowell,MA,6.0,,WON,,2023-02-13 00:00:00,,,,,Stipulated
10474,"01, 34",01-RC-310062,"Durham School Services, L.P.",RC,,,2023-02-08 00:00:00,,17.0,23.0,amalgamated transit union division 618,,,,,Certific. of Representative,,,,,,,,,,Providence,RI,41.0,,WON,,2023-02-21 00:00:00,,,,,Stipulated
10475,"01, 34",01-RC-310166,Brown University,RC,,,2023-03-02 00:00:00,,28.0,303.0,"graduate labor organization, rift-aft local 6516",,,,,Certific. of Representative,,,,,,,,,,Providence,RI,541.0,,WON,,2023-03-10 00:00:00,,,,,Stipulated
10476,"01, 34",01-RC-310604,"Reviewed, a division of Gannett Satellite Information Network LLC",RC,,,2023-02-21 00:00:00,,0.0,4.0,"the newsguild-communication workers of america, afl-cio",,,,,Certific. of Representative,,,,,,,,,,Cambridge,MA,4.0,,WON,,2023-03-21 00:00:00,,,,,Stipulated
10477,"01, 34",01-RC-310656,"Behavioral Health & Developmental Services of Strafford County, Inc.",RC,,,2023-02-14 00:00:00,,0.0,10.0,"international brotherhood of electrical workers, local 1837",,,,,Certific. of Representative,,,,,,,,,,Dover,NH,11.0,,WON,,2023-02-24 00:00:00,,,,,Stipulated
10478,"01, 34",01-RC-310846,Tewksbury Transit Inc.,RC,,,2023-02-14 00:00:00,,8.0,24.0,international brotherhood of teamsters local 25,,,,,Certific. of Representative,,,,,,,,,,Tewksbury,MA,46.0,,WON,,2023-02-23 00:00:00,,,,,Stipulated
10479,"01, 34",01-RC-311314,"Prospect CharterCare SJHSRl, LLC d/b/a Our Lady of Fatima CharterCARE",RC,,,2023-03-09 00:00:00,,3.0,5.0,united nurses and allied professionals,,,,,Certific. of Representative,,,,,,,,,,Providence,RI,8.0,,WON,,2023-04-11 00:00:00,,,,,Stipulated
10480,"01, 34",01-RC-311630,"Bob's Discount Furniture, LLC",RC,,,2023-03-15 00:00:00,,2.0,16.0,united food and commercial workers union local 328,,,,,Certific. of Representative,,,,,,,,,,North Dartmouth,MA,18.0,,WON,,2023-03-24 00:00:00,,,,,Stipulated
10481,"01, 34",01-RC-311944,"GTE Brockton, LLC",RC,,,2023-03-29 00:00:00,,0.0,8.0,international brotherhood of teamsters local 653,,,,,Certific. of Representative,,,,,,,,,,Brockton,MA,9.0,,WON,,2023-04-07 00:00:00,,,,,Stipulated
10482,"01, 34",01-RC-312009,Trustees of Boston University,RC,,,2023-03-23 00:00:00,,17.0,183.0,"service employees international union, local 509",,,,,Certific. of Representative,,,,,,,,,,Boston,MA,300.0,,WON,,2023-03-31 00:00:00,,,,,Stipulated
10483,"01, 34",01-RC-312218,DGH D Street Hotel TRS LLC d/b/a Aloft Boston Seaport District,RC,,,2023-03-09 00:00:00,,1.0,6.0,unite here local 26,,,,,Certific. of Representative,,,,,,,,,,Boston,MA,7.0,,WON,,2023-03-20 00:00:00,,,,,Stipulated
10484,"01, 34",01-RC-312535,Starbucks Corporation,RC,,,2023-04-11 00:00:00,,12.0,9.0,"workers united, a/w seiu",,,,,Certification of Results,,,,,,,,,,Branford,CT,23.0,,,LOSS,2023-04-19 00:00:00,,,,,Stipulated
10485,"01, 34",01-RC-312811,Trustees of Dartmouth College,RC,,,2023-04-12 00:00:00,,33.0,261.0,"graduate organized laborers of dartmouth-united electrical, radio and machine workers of america (ue)",,,,,Certific. of Representative,,,,,,,,,,Hanover,NH,787.0,,WON,,2023-04-20 00:00:00,,,,,Stipulated
10486,"01, 34",01-RC-313140,"RXO, Inc.",RC,,,2023-04-06 00:00:00,,3.0,16.0,international brotherhood of teamsters local 42,,,,,Certific. of Representative,,,,,,,,,,Wilmington,MA,19.0,,WON,,2023-04-14 00:00:00,,,,,Stipulated
10487,"01, 34",01-RC-313790,Cargill Meat Solutions Corporation,RC,,,2023-04-21 00:00:00,,267.0,191.0,united food and commercial workers local 328,,,,,Certification of Results,,,,,,,,,,North Kingstown,RI,529.0,,,LOSS,2023-05-01 00:00:00,,,,,Stipulated
10488,"01, 34",01-RC-315391,"Mass General Brigham Incorporated, The General Hospital Corporation, The Brigham and Women’s Hospita",RC,,,2023-05-31 00:00:00,,412.0,1215.0,"committee of interns and residents, seiu local 1957",,,,,Certific. of Representative,,,,,,,,,,Boston,MA,2304.0,,WON,,2023-06-16 00:00:00,,,,,Stipulated
10489,"01, 34",01-RC-315488,Starbucks Corporation,RC,,,2023-05-23 00:00:00,,4.0,10.0,workers united,,,,,Certific. of Representative,,,,,,,,,,Rochester,NH,17.0,,WON,,2023-06-02 00:00:00,,,,,Directed
